Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2023-05-31,454.9717,32.6,141894400,-61.03,39.6688,00770,Technology
2023-06-30,467.7844,34.76,115916400,-17.27,41.4642,00770,Technology
2023-07-31,477.8122,36.87,91015040,-18.37,44.3272,00770,Technology
2023-08-31,459.7056,36.9,87752830,-17.675,44.4606,00770,Technology
2023-09-30,402.9914,35.17,54678590,-35.74,42.1921,00770,Technology
2023-10-31,396.7971,34.63,49518790,0,41.4278,00770,Technology
2023-11-30,412.8808,37.68,59700460,-18.935,45.9042,00770,Technology
2023-12-31,507.654,39.18,286362300,79.245,47.9422,00770,Technology
2024-01-31,4308.0322,37.64,5637826000,4015.715,51.3165,00770,Technology
2024-02-29,3533.5078,41.11,3094927000,-1151.27,54.2093,00770,Technology
2024-03-31,3042.5329,42.58,1784920000,-605.895,57.277,00770,Technology
2024-04-30,2237.911,41.09,1178933000,-719.775,56.4159,00770,Technology
2024-05-31,2285.1333,43.56,590111700,-86.79,58.6493,00770,Technology
2024-06-30,2287.3109,47.2,559673200,-188.075,64.2196,00770,Technology
2024-07-31,2324.8757,46.54,743820000,71.205,61.3672,00770,Technology
2024-08-31,2245.4634,45.87,525860700,-41.835,61.2461,00770,Technology
2024-09-30,2338.1657,46.8,337714300,-2.98,62.5647,00770,Technology
2024-10-31,2373.905,48.49,359643300,-2.05,66.0226,00770,Technology
2024-11-30,2639.8779,50.32,689996400,1167.805,67.9466,00770,Technology
2024-12-31,3861.5283,51.17,1491259000,19.94,69.5612,00770,Technology
2025-01-31,5299.3211,49.32,2031873000,1651.32,71.5076,00770,Technology
2025-02-28,5904.0347,45.61,2253578000,1067.83,69.0589,00770,Technology
2025-03-31,5878.0905,42.3,1429477000,424.995,61.1152,00770,Technology
2025-04-30,5638.8867,41.48,1203178000,-124.875,59.818,00770,Technology
2025-05-31,5616.2227,43.05,732901800,-532.46,63.8554,00770,Technology
2025-06-30,5666.152,45.9,538232600,-5.645,66.3187,00770,Technology
2025-07-31,5704.8803,48.57,776315700,-280.825,72.3967,00770,Technology
2025-08-31,4873.2341,50.26,1531253000,-1021.305,73.7522,00770,Technology
2025-09-30,4236.8211,54,1237103000,-945.445,78.5621,00770,Technology
2025-10-31,4586.5899,58.09,607995700,29.045,85.7041,00770,Technology
2015-10-31,,,,,2047.9,SPITCPA,Technology
2015-11-30,,,,,2102.3,SPITCPA,Technology
2015-12-31,,,,,2112.4,SPITCPA,Technology
2016-01-31,,,,,1959.6,SPITCPA,Technology
2016-02-29,,,,,2029.1,SPITCPA,Technology
2016-03-31,,,,,2104.5,SPITCPA,Technology
2016-04-30,,,,,2009.5,SPITCPA,Technology
2016-05-31,,,,,2095.9,SPITCPA,Technology
2016-06-30,,,,,2182.5,SPITCPA,Technology
2016-07-31,,,,,2405,SPITCPA,Technology
