Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2024-05-31,304.4448,35.7632,35749500,58.463,35.1275,PAVE,Industries
2024-06-29,295.7767,34.2639,7955174,2.7573,34.51,PAVE,Industries
2024-07-31,326.5014,36.9749,19165630,5.5509,36.9125,PAVE,Industries
2024-08-31,306.8235,36.471,8680988,-8.947,36.045,PAVE,Industries
2024-09-30,318.4452,38.0787,3687560,-1.8278,37.995,PAVE,Industries
2024-10-31,464.0684,38.0586,18227620,148.0249,38.2,PAVE,Industries
2024-11-30,541.3902,42.2873,35877390,23.555,42.31,PAVE,Industries
2024-12-31,511.669,37.5346,9186742,29.7823,37.76,PAVE,Industries
2025-01-31,546.7977,39.2789,8442546,11.3978,39.665,PAVE,Industries
2025-02-28,509.2604,37.3073,7637103,-11.6903,37.07,PAVE,Industries
2025-03-31,473.5419,34.9971,10084540,-3.1498,34.6025,PAVE,Industries
2025-04-30,474.6478,35.6279,8083622,-4.0764,35.12,PAVE,Industries
2025-05-31,540.7333,38.5055,16049070,29.5464,38.4475,PAVE,Industries
2025-06-30,571.7103,40.5118,4104847,0.7795,40.745,PAVE,Industries
2025-07-31,536.3332,42.4631,24688350,-63.3332,42.39,PAVE,Industries
2025-08-30,549.9627,43.1982,6254037,5.5899,43.1575,PAVE,Industries
2025-09-30,569.269,44.2627,6391581,5.6192,43.925,PAVE,Industries
2025-10-31,553.2156,44.8276,11938790,-23.358,44.8525,PAVE,Industries
2015-10-31,,,,,,PRIBVEI,Industries
2015-11-30,,,,,,PRIBVEI,Industries
2015-12-31,,,,,,PRIBVEI,Industries
2016-01-30,,,,,,PRIBVEI,Industries
2016-02-29,,,,,,PRIBVEI,Industries
2016-03-31,,,,,,PRIBVEI,Industries
2016-04-30,,,,,,PRIBVEI,Industries
2016-05-31,,,,,,PRIBVEI,Industries
2016-06-30,,,,,,PRIBVEI,Industries
2016-07-30,,,,,,PRIBVEI,Industries
2016-08-31,,,,,,PRIBVEI,Industries
2016-09-30,,,,,,PRIBVEI,Industries
2016-10-31,,,,,,PRIBVEI,Industries
2016-11-30,,,,,,PRIBVEI,Industries
2016-12-31,,,,,,PRIBVEI,Industries
2017-01-31,,,,,,PRIBVEI,Industries
2017-02-28,,,,,,PRIBVEI,Industries
2017-03-31,,,,,,PRIBVEI,Industries
2017-04-29,,,,,,PRIBVEI,Industries
2017-05-31,,,,,,PRIBVEI,Industries
2017-06-30,,,,,,PRIBVEI,Industries
2017-07-31,,,,,,PRIBVEI,Industries
2017-08-31,,,,,,PRIBVEI,Industries
2017-09-30,,,,,,PRIBVEI,Industries
2017-10-31,,,,,,PRIBVEI,Industries
2017-11-30,,,,,,PRIBVEI,Industries
2017-12-30,,,,,,PRIBVEI,Industries
2018-01-31,,,,,,PRIBVEI,Industries
2018-02-28,,,,,,PRIBVEI,Industries
2018-03-31,,,,,,PRIBVEI,Industries
2018-04-30,,,,,,PRIBVEI,Industries
2018-05-31,,,,,,PRIBVEI,Industries
2018-06-30,,,,,,PRIBVEI,Industries
2018-07-31,,,,,,PRIBVEI,Industries
2018-08-31,,,,,,PRIBVEI,Industries
2018-09-29,,,,,,PRIBVEI,Industries
2018-10-31,,,,,,PRIBVEI,Industries
2018-11-30,,,,,,PRIBVEI,Industries
2018-12-31,,,,,,PRIBVEI,Industries
2019-01-31,,,,,,PRIBVEI,Industries
2019-02-28,,,,,,PRIBVEI,Industries
2019-03-30,,,,,,PRIBVEI,Industries
2019-04-30,,,,,,PRIBVEI,Industries
2019-05-31,,,,,,PRIBVEI,Industries
2019-06-29,,,,,,PRIBVEI,Industries
2019-07-31,,,,,,PRIBVEI,Industries
2019-08-31,,,,,,PRIBVEI,Industries
2019-09-30,,,,,,PRIBVEI,Industries
2019-10-31,,,,,,PRIBVEI,Industries
2019-11-30,,,,,,PRIBVEI,Industries
2019-12-31,,,,,,PRIBVEI,Industries
2020-01-31,,,,,,PRIBVEI,Industries
2020-02-29,,,,,,PRIBVEI,Industries
2020-03-31,,,,,,PRIBVEI,Industries
2020-04-30,,,,,,PRIBVEI,Industries
2020-05-30,,,,,,PRIBVEI,Industries
2020-06-30,,,,,,PRIBVEI,Industries
2020-07-31,,,,,,PRIBVEI,Industries
2020-08-31,,,,,,PRIBVEI,Industries
2020-09-30,,,,,,PRIBVEI,Industries
2020-10-31,,,,,,PRIBVEI,Industries
2020-11-30,,,,,,PRIBVEI,Industries
2020-12-31,,,,,,PRIBVEI,Industries
2021-01-30,,,,,,PRIBVEI,Industries
2021-02-27,,,,,,PRIBVEI,Industries
2021-03-31,,,,,,PRIBVEI,Industries
2021-04-30,,,,,,PRIBVEI,Industries
2021-05-31,,,,,,PRIBVEI,Industries
2021-06-30,,,,,,PRIBVEI,Industries
2021-07-31,,,,,,PRIBVEI,Industries
2021-08-31,,,,,,PRIBVEI,Industries
2021-09-30,,,,,,PRIBVEI,Industries
2021-10-30,,,,,,PRIBVEI,Industries
2021-11-30,,,,,,PRIBVEI,Industries
2021-12-31,,,,,,PRIBVEI,Industries
2022-01-31,,,,,,PRIBVEI,Industries
2022-02-28,,,,,,PRIBVEI,Industries
2022-03-31,,,,,,PRIBVEI,Industries
2022-04-30,,,,,,PRIBVEI,Industries
2022-05-31,,,,,,PRIBVEI,Industries
2022-06-30,,,,,,PRIBVEI,Industries
2022-07-30,,,,,,PRIBVEI,Industries
2022-08-31,,,,,,PRIBVEI,Industries
2022-09-30,,,,,,PRIBVEI,Industries
2022-10-31,,,,,,PRIBVEI,Industries
2022-11-30,,,,,,PRIBVEI,Industries
2022-12-31,,,,,,PRIBVEI,Industries
2023-01-31,,,,,,PRIBVEI,Industries
2023-02-28,,,,,,PRIBVEI,Industries
2023-03-31,,,,,,PRIBVEI,Industries
2023-04-29,,,,,,PRIBVEI,Industries
2023-05-31,,,,,,PRIBVEI,Industries
2023-06-30,,,,,,PRIBVEI,Industries
2023-07-31,,,,,,PRIBVEI,Industries
2023-08-31,,,,,,PRIBVEI,Industries
2023-09-30,,,,,,PRIBVEI,Industries
2023-10-31,,,,,,PRIBVEI,Industries
2023-11-30,,,,,,PRIBVEI,Industries
2023-12-30,,153.46,,,153.46,PRIBVEI,Industries
2024-01-31,,153.46,,,153.46,PRIBVEI,Industries
2024-02-29,,153.46,,,153.46,PRIBVEI,Industries
2024-03-30,,159.89,,,159.89,PRIBVEI,Industries
2024-04-30,,159.89,,,159.89,PRIBVEI,Industries
2024-05-31,,159.89,,,159.89,PRIBVEI,Industries
2024-06-29,,162.14,,,162.14,PRIBVEI,Industries
2024-07-31,,162.14,,,162.14,PRIBVEI,Industries
2024-08-31,,162.14,,,162.14,PRIBVEI,Industries
2024-09-30,,163.67,,,163.67,PRIBVEI,Industries
2024-10-31,,163.67,,,163.67,PRIBVEI,Industries
2024-11-30,,163.67,,,163.67,PRIBVEI,Industries
2024-12-31,,171.93,,,171.93,PRIBVEI,Industries
2025-01-31,,171.93,,,171.93,PRIBVEI,Industries
2025-02-28,,171.93,,,171.93,PRIBVEI,Industries
2025-03-31,,173.47,,,173.47,PRIBVEI,Industries
2025-04-30,,173.47,,,173.47,PRIBVEI,Industries
2025-05-31,,173.47,,,173.47,PRIBVEI,Industries
2025-06-30,,171.19,,,171.19,PRIBVEI,Industries
2025-07-31,,171.19,,,171.19,PRIBVEI,Industries
2025-08-30,,171.19,,,171.19,PRIBVEI,Industries
2025-09-30,,174.12,,,174.12,PRIBVEI,Industries
2025-10-31,,174.12,,,174.12,PRIBVEI,Industries
