Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2022-03-31,133.71603197,170.05,,8.2933,173.24581434,AKTROHS,Energy
2022-04-29,140.50171813,169.97,,6.4996,173.164310869,AKTROHS,Energy
2022-05-31,140.52653278,174.55,,-1.4678,177.830384551,AKTROHS,Energy
2022-06-30,119.48768279,151.52,,-2.1926,154.367573,AKTROHS,Energy
2022-07-29,116.67342235,150.92,,-2.2441,153.756296972,AKTROHS,Energy
2022-08-31,123.87671384,160.08,,0.2121,163.088444337,AKTROHS,Energy
2022-09-30,111.84037368,144.34,,0.1484,147.052636529,AKTROHS,Energy
2022-10-31,126.49279412,162.13,,0.6069,165.176970767,AKTROHS,Energy
2022-11-30,132.46948219,168.01,,1.1953,171.167475844,AKTROHS,Energy
2022-12-30,130.35754925,162.84,,1.7455,165.900314067,AKTROHS,Energy
2023-01-31,138.85078102,169.3,,3.187,172.481719304,AKTROHS,Energy
2023-02-28,133.57684742,161.9,,0.8078,164.942648289,AKTROHS,Energy
2023-03-31,129.9657167,158.72,,-0.2597,161.702885339,AKTROHS,Energy
2023-04-28,126.17785224,153.9,,0.1152,156.792301246,AKTROHS,Energy
2023-05-31,116.99428184,142.88,,0.0719,145.565198194,AKTROHS,Energy
2023-06-30,118.45708468,148.82,,-3.2704,151.616830873,AKTROHS,Energy
2023-07-31,125.4836721,158.22,,-0.3763,161.193488649,AKTROHS,Energy
2023-08-31,124.59175883,158.58,,-1.018,161.560254266,AKTROHS,Energy
2023-09-29,125.46509297,160.02,,-0.1811,163.027316734,AKTROHS,Energy
2023-10-31,119.17920347,152.35,,-0.2332,155.213171506,AKTROHS,Energy
2023-11-30,119.74387936,154.5,,-1.0191,157.403577274,AKTROHS,Energy
2023-12-29,123.11798907,161.9,,-2.3086,164.942648289,AKTROHS,Energy
2024-01-31,118.85043512,158.33,,-1.3735,161.305555921,AKTROHS,Energy
2024-02-29,112.05487331,152.88,,-2.6711,155.753131998,AKTROHS,Energy
2024-03-29,121.0237735,168.68,,-2.0924,171.850067408,AKTROHS,Energy
2024-04-30,122.43372345,171.9,,-0.8379,175.130582093,AKTROHS,Energy
2024-05-31,119.75499679,169.04,,-0.6235,172.216833025,AKTROHS,Energy
2024-06-28,117.56741648,166.8,,-0.5445,169.934735853,AKTROHS,Energy
2024-07-31,119.95970427,170.89,,-0.4145,174.101600779,AKTROHS,Energy
2024-08-30,116.62766685,167.24,,-0.6372,170.383004941,AKTROHS,Energy
2024-09-30,116.88786512,169.13,,-0.9832,172.30852443,AKTROHS,Energy
2024-10-31,110.5473976,166.43,,-4.5768,169.557782302,AKTROHS,Energy
2024-11-29,114.76486342,173.9,,-0.7532,177.168168854,AKTROHS,Energy
